,State,Year,Petroleum
2525,WY,2015,11.03490193263026
2530,AL,2016,37.57919742177706
2531,,2016,14.91729557548263
2532,AZ,2016,40.17634154124051
2533,AR,2016,22.09304135102415
2534,CA,2016,233.2250575269942
2535,CO,2016,33.28883719181648
2536,CT,2016,20.45522596617804
2537,DE,2016,7.704190769319359
2538,DC,2016,1.158983452028782
2539,FL,2016,123.5219326094153
2540,GA,2016,68.23264414587928
2541,,2016,18.09101186380741
2542,ID,2016,12.35351291958796
2543,IL,2016,85.14370183919651
2544,IN,2016,51.06335711061432
2545,IA,2016,27.52181199166404
2546,KS,2016,24.12418540225662
2547,KY,2016,41.89617786001723
2548,LA,2016,87.56919920465242
2549,ME,2016,13.10422002553851
2550,MD,2016,32.75823238981356
2551,MA,2016,38.95299537084679
2552,MI,2016,60.95493179587069
2553,MN,2016,41.84193738953386
2554,MS,2016,27.04083750242214
2555,MO,2016,43.55099482072996
2556,MT,2016,11.61715714624444
2557,NE,2016,16.44011746426007
2558,NV,2016,20.32258322003632
2559,NH,2016,10.17244272818542
2560,NJ,2016,62.07942477723732
2561,NM,2016,16.53868624666699
2562,NY,2016,96.80673136981522
2563,NC,2016,60.08290848985217
2564,ND,2016,11.51028180210519
2565,OH,2016,74.90193729482512
2566,OK,2016,36.63406808515757
2567,OR,2016,22.7291215952038
2568,PA,2016,77.53586935990165
2569,RI,2016,4.927733289317303
2570,SC,2016,36.22616010489862
2571,SD,2016,7.864711543939172
2572,TN,2016,47.56588364063178
2573,TX,2016,315.6093191005748
2574,UT,2016,20.03715071829477
2575,VT,2016,5.26336982195788
2576,VA,2016,58.82669963943731
2577,WA,2016,57.31322347402389
2578,WV,2016,12.96478155891188
2579,WI,2016,35.30606130461305
2580,WY,2016,10.75923308105641
